/* DATA DESCRIPTION:
Citation:	Loisel, Hubert (2018): Remote sensing reflectance, backscattering by particles at the sea surface, and non-water absorption coefficient at the sea surface over a broad range of oceanic and coastal marine environments. PANGAEA, https://doi.org/10.1594/PANGAEA.886090
Related to:	Loisel, Hubert; Stramski, Dariusz; Dessaily, David; Jamet, Cédric; Li, Linhai; Reynolds, Rick A (2018): An inverse model for estimating the optical absorption and backscattering coefficients of seawater from remote-sensing reflectance over a broad range of oceanic and coastal marine environments. Journal of Geophysical Research: Oceans, https://doi.org/10.1002/2017JC013632
Coverage:	MEDIAN LATITUDE: 29.465123 * MEDIAN LONGITUDE: 29.727755 * SOUTH-BOUND LATITUDE: 4.039730 * WEST-BOUND LONGITUDE: -53.952000 * NORTH-BOUND LATITUDE: 51.975300 * EAST-BOUND LONGITUDE: 109.252000
	DATE/TIME START: 2004-03-16T10:55:53 * DATE/TIME END: 2015-04-21T06:14:01
	MINIMUM DEPTH, water: 0 m * MAXIMUM DEPTH, water: 0 m
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	LATITUDE (Latitude) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	LONGITUDE (Longitude) * GEOCODE * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr)
	Solar zenith angle [deg] (SZA) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * COMMENT: thetas
	Remote sensing reflectance at 410 nm [1/sr] (Rrs_410) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 440 nm [1/sr] (Rrs_440) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 490 nm [1/sr] (Rrs_490) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 510 nm [1/sr] (Rrs_510) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 550 nm [1/sr] (Rrs_550) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Remote sensing reflectance at 670 nm [1/sr] (Rrs_670) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: Radiometer, TriOS
	Backscattering coefficient of particles, 488 nm [1/m] (bbp488) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 510 nm [1/m] (bbp510) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 532 nm [1/m] (bbp532) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 650 nm [1/m] (bbp650) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Backscattering coefficient of particles, 676 nm [1/m] (bbp676) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: ECO BB-9 (WET Labs)
	Absorption coefficient, non-water, 410 nm [1/m] (anw410) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 440 nm [1/m] (anw440) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 490 nm [1/m] (anw490) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 510 nm [1/m] (anw510) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 550 nm [1/m] (anw550) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
	Absorption coefficient, non-water, 670 nm [1/m] (anw670) * PI: Loisel, Hubert (https://orcid.org/0000-0003-2905-6465, hubert.loisel@univ-littoral.fr) * METHOD/DEVICE: in-situ, ac-s instrument (WET Labs)
License:	Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported (CC-BY-NC-SA-3.0)
Size:	5306 data points
*/
Date/Time	Depth water [m]	Latitude	Longitude	SZA [deg]	Rrs_410 [1/sr]	Rrs_440 [1/sr]	Rrs_490 [1/sr]	Rrs_510 [1/sr]	Rrs_550 [1/sr]	Rrs_670 [1/sr]	bbp488 [1/m]	bbp510 [1/m]	bbp532 [1/m]	bbp650 [1/m]	bbp676 [1/m]	anw410 [1/m]	anw440 [1/m]	anw490 [1/m]	anw510 [1/m]	anw550 [1/m]	anw670 [1/m]
2004-05-12T10:11	0	50.0380	0.6630	37.867	0.00082	0.00084	0.00110	0.00112	0.00123	0.00051			0.00619	0.00374							
2004-05-12T12:52	0	50.1840	0.8620	34.146	0.00185	0.00226	0.00332	0.00313	0.00257	0.00054			0.00461	0.00404							
2004-05-12T14:06	0	50.1020	0.9530	41.612	0.00149	0.00150	0.00185	0.00202	0.00225	0.00077			0.00773	0.00676							
2004-05-12T17:53	0	50.1520	1.2980	76.602	0.00068	0.00065	0.00085	0.00103	0.00141	0.00086			0.00730	0.00771							
2004-05-14T15:52	0	50.7590	1.5480	57.169	0.00073	0.00075	0.00111	0.00142	0.00231	0.00095			0.02445	0.02310							
2004-05-15T09:46	0	50.8660	1.3610	40.330	0.00256	0.00301	0.00425	0.00435	0.00406	0.00091			0.00642	0.00736							
2004-06-25T11:22	0	49.9730	1.0980	27.468	0.00267	0.00453	0.00945	0.01067	0.01270	0.00317			0.07033	0.06118							
2004-06-25T12:55	0	50.0420	1.0230	28.919	0.00114	0.00176	0.00342	0.00377	0.00427	0.00084			0.01290	0.01038							
2004-06-25T15:52	0	50.1780	0.8560	52.250	0.00100	0.00119	0.00163	0.00166	0.00169	0.00034			0.00352	0.00316							
2004-06-25T17:55	0	50.3210	1.1980	71.946	0.00198	0.00236	0.00358	0.00385	0.00468	0.00129			0.01673	0.01360							
2004-06-25T19:43	0	50.2900	1.3650	87.518	0.00120	0.00144	0.00248	0.00283	0.00392	0.00142			0.01183	0.00988							
2004-06-26T07:53	0	50.5380	1.5200	53.689	0.00102	0.00152	0.00367	0.00455	0.00705	0.00204			0.05669	0.05119							
2004-06-26T09:26	0	50.5380	1.3750	39.837	0.00189	0.00221	0.00348	0.00382	0.00465	0.00195			0.01840	0.01536							
2004-06-26T10:11	0	50.5350	1.2840	34.095	0.00116	0.00130	0.00198	0.00219	0.00283	0.00089			0.01319	0.01239							
2004-06-26T10:57	0	50.5370	1.1990	29.615	0.00123	0.00140	0.00223	0.00248	0.00326	0.00108			0.01816	0.01879							
2004-06-26T13:40	0	50.6530	1.3820	33.801	0.00149	0.00162	0.00244	0.00266	0.00327	0.00124			0.01460	0.01249							
2004-06-26T15:20	0	50.6600	1.5200	47.732	0.00189	0.00260	0.00476	0.00541	0.00701	0.00229			0.05756	0.05278							
2004-06-27T08:37	0	50.8660	1.3640	47.128	0.00079	0.00095	0.00197	0.00232	0.00318	0.00068			0.01820	0.01617							
2004-06-27T09:33	0	50.8700	1.5260	38.983	0.00123	0.00161	0.00302	0.00344	0.00448	0.00117			0.02891	0.02886							
2004-06-27T10:16	0	50.8610	1.5510	33.647	0.00168	0.00238	0.00450	0.00522	0.00702	0.00227			0.07842	0.06641							
2004-06-27T13:45	0	51.0900	2.1430	35.097	0.00123	0.00174	0.00326	0.00368	0.00471	0.00094			0.02048	0.01912							
2004-06-27T14:25	0	51.0680	2.1660	40.142	0.00098	0.00163	0.00366	0.00430	0.00586	0.00124			0.04493	0.03349							
2004-06-28T11:53	0	50.7580	1.5280	27.479	0.00105	0.00156	0.00310	0.00351	0.00452	0.00093			0.02729	0.02283							
2004-06-28T12:52	0	50.7580	1.4450	29.454	0.00079	0.00106	0.00179	0.00191	0.00227	0.00037			0.00969	0.00736							
2004-06-28T14:03	0	50.7550	1.3730	36.744	0.00042	0.00055	0.00105	0.00116	0.00145	0.00026			0.00943	0.00969							
2004-06-28T16:23	0	50.3860	1.2050	57.269	0.00116	0.00150	0.00279	0.00314	0.00409	0.00095			0.02036	0.01800							
2004-06-28T17:05	0	50.3920	1.2820	63.987	0.00107	0.00129	0.00217	0.00242	0.00319	0.00060			0.01583	0.01265							
2004-06-28T17:49	0	50.3930	1.3710	71.072	0.00066	0.00070	0.00103	0.00117	0.00154	0.00046			0.02052	0.01906							
2004-06-28T18:27	0	50.3910	1.4380	76.860	0.00120	0.00136	0.00217	0.00245	0.00317	0.00133			0.01405	0.01267							
2004-06-29T16:25	0	49.8950	0.1080	56.899	0.00089	0.00107	0.00153	0.00160	0.00182	0.00047			0.00436	0.00323							
2004-06-29T17:25	0	49.8150	0.2150	66.652	0.00065	0.00083	0.00137	0.00150	0.00193	0.00062			0.00652	0.01287							
2004-06-30T19:40	0	50.2900	1.1060	87.094	0.00132	0.00147	0.00218	0.00239	0.00294	0.00100			0.00766	0.00749							
2008-07-04T10:08	0	34.1252	18.4555	14.541	0.00966	0.00883	0.00572	0.00312	0.00144	0.00004			0.00540	0.00077							
2008-07-04T13:07	0	34.1308	18.4785	31.924	0.01049	0.00973	0.00646	0.00362	0.00175	0.00006			0.00436	0.00058							
2008-07-05T10:13	0	34.0623	18.5577	13.814	0.01118	0.00992	0.00628	0.00339	0.00155	0.00004			0.00176	0.00059							
2008-07-05T13:07	0	34.0547	18.5627	31.947	0.01016	0.00931	0.00599	0.00324	0.00150	0.00005			0.00184	0.00068							
2008-07-06T10:09	0	33.9730	18.5483	14.470	0.01061	0.00961	0.00624	0.00346	0.00164	0.00005			0.00131	0.00064							
2008-07-06T12:59	0	33.9603	18.5342	30.340	0.01080	0.00968	0.00616	0.00331	0.00152	0.00004			-0.00011	0.00056							
2008-07-14T14:35	0	39.0982	5.2718	40.356	0.00902	0.00845	0.00589	0.00334	0.00161	0.00004											
2008-07-15T11:05	0	39.1105	5.1885	19.542	0.00916	0.00832	0.00583	0.00339	0.00166	0.00003			0.00101	0.00104							
2008-07-15T14:04	0	39.1018	5.1760	34.547	0.00874	0.00807	0.00565	0.00332	0.00165	0.00004			0.00065	0.00074							
2008-07-16T11:00	0	39.2255	5.1577	20.260	0.00837	0.00779	0.00545	0.00308	0.00144	0.00003			0.00062	0.00075							
2008-07-16T13:58	0	39.2543	5.1592	33.552	0.00898	0.00833	0.00581	0.00335	0.00164	0.00005			0.00094	0.00076							
2009-05-30T10:57	0	42.4723	-9.2688	28.947	0.00445	0.00400	0.00390	0.00361	0.00303	0.00083											
2009-05-30T13:25	0	42.6283	-9.4625	23.442	0.00464	0.00413	0.00415	0.00423	0.00442	0.00244											
2009-05-31T12:15	0	43.8618	-8.7432	22.328	0.00477	0.00427	0.00394	0.00351	0.00290	0.00117											
2009-05-31T14:11	0	43.8725	-8.7178	30.163	0.00459	0.00420	0.00393	0.00345	0.00279	0.00112											
2009-06-01T11:32	0	44.1884	-9.0005	25.517	0.00469	0.00424	0.00374	0.00312	0.00228	0.00058											
2009-06-01T13:19	0	44.1777	-8.9756	24.221	0.00513	0.00489	0.00444	0.00362	0.00264	0.00099											
2009-06-02T10:57	0	43.9320	-8.8790	29.439	0.00429	0.00395	0.00384	0.00351	0.00306	0.00137											
2009-06-02T13:55	0	43.9557	-8.8644	27.724	0.00308	0.00279	0.00268	0.00228	0.00173	0.00009											
2009-06-03T11:34	0	43.8707	-8.7117	24.733	0.00445	0.00420	0.00420	0.00388	0.00333	0.00151											
2009-06-03T15:08	0	43.9536	-8.8831	38.593	0.00462	0.00450	0.00445	0.00394	0.00322	0.00144											
2009-06-04T11:14	0	43.9045	-9.0112	27.069	0.00446	0.00449	0.00450	0.00372	0.00262	0.00067											
2009-06-05T11:02	0	43.9602	-8.1946	28.109	0.00493	0.00465	0.00447	0.00382	0.00290	0.00092											
2009-06-05T12:51	0	44.2295	-8.0522	22.209	0.00530	0.00519	0.00502	0.00422	0.00312	0.00098											
2009-06-07T10:48	0	50.2627	-0.1455	30.852	0.00307	0.00308	0.00365	0.00351	0.00331	0.00088											
2009-06-07T12:41	0	50.3186	0.2216	28.922	0.00399	0.00434	0.00508	0.00458	0.00376	0.00160											
2009-06-16T10:07	0	51.4183	3.2515	34.063	0.00509	0.00558	0.00745	0.00828	0.01108	0.00527	0.05660	0.05896	0.05480	0.04765	0.04931						
2009-06-16T12:44	0	51.3707	3.7322	30.299	0.00622	0.00859	0.01402	0.01601	0.02040	0.01399	0.24843	0.24812	0.23281	0.19031	0.20873						
2009-06-16T13:52	0	51.4155	3.5718	37.175	0.00458	0.00559	0.00841	0.00949	0.01215	0.00543	0.06244	0.06524	0.06012	0.05262	0.05243						
2009-06-16T16:09	0	51.5210	3.3085	56.876	0.00417	0.00474	0.00720	0.00845	0.01194	0.00470	0.08844	0.09424	0.08761	0.08312	0.08367						
2009-06-16T17:42	0	51.5845	3.0097	71.009	0.00107	0.00137	0.00220	0.00245	0.00309	0.00098	0.01065	0.01309	0.01113	0.01067	0.00863						
2009-06-17T06:44	0	51.6885	2.4141	63.687	0.00278	0.00329	0.00441	0.00411	0.00336	0.00066	0.00498	0.00754	0.00637	0.00472	0.00355						
2009-06-17T08:26	0	51.7431	2.1100	48.163	0.00300	0.00323	0.00359	0.00320	0.00255	0.00088	0.00298	0.00578	0.00389	0.00261	0.00176						
2009-06-17T10:02	0	51.7952	1.8779	35.465	0.00523	0.00609	0.00790	0.00783	0.00748	0.00268	0.01458	0.01719	0.01558	0.01334	0.01210						
2009-06-17T11:15	0	51.8465	1.6465	29.403	0.00674	0.00833	0.01170	0.01239	0.01345	0.00425	0.03526	0.03773	0.03459	0.02945	0.02915						
2009-06-17T12:17	0	51.8735	1.4812	28.843	0.01594	0.01988	0.02640	0.02916	0.03608	0.02588	0.40307	0.40748	0.37718	0.29003	0.28056						
2009-06-17T13:58	0	51.9224	1.3608	37.082	0.01083	0.01467	0.02105	0.02375	0.03020	0.01790	0.31465	0.31522	0.29224	0.23980	0.24815						
2009-06-17T17:55	0	51.9753	2.0870	72.235	0.00603	0.00686	0.00891	0.00920	0.00902	0.00366	0.01470	0.01701	0.01493	0.01250	0.01147						
